"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",3.015075,
"LUX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",3.365854,
"LUX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",3.876164,
"LUX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",4.911181,
"LUX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",5.549598,
"LUX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",5.957216,
"LUX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",6.989104,
"LUX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",7.510895,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",11.21182,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",10.25554,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",9.785628,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",9.352513,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",9.637893,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",9.762283,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",9.339028,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",9.596079,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",8.73309,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",7.936967,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",8.485541,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",7.980892,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",7.592084,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",7.816839,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",8.465254,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",8.3661,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",8.455814,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",8.943316,
"MEX","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",8.980627,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",1.796031,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",1.843576,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",2.002861,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",1.885198,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",2.212476,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",2.820391,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",3.034324,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",3.178791,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",3.707161,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",4.226685,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",3.928632,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",4.46439,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",4.580846,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",4.524785,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",4.783942,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",4.965523,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",5.008697,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",5.417273,
"NLD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",6.04382,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",30.36288,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",28.1011,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",30.00583,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",29.78874,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",31.65852,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",31.66578,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",32.23584,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",32.331,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",33.01372,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",35.82772,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",38.78695,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",40.25611,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",37.58071,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",38.82542,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",40.11175,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",40.70792,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",41.19967,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",40.9882,
"NZL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",42.11451,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",51.54411,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",42.79442,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",49.39315,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",38.15168,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",39.91394,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",48.36918,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",42.52455,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",46.38847,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",41.59716,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",38.80945,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",35.94524,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",42.8104,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",45.31117,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",38.65869,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",45.31043,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",45.49591,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",49.46561,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",47.66091,
"NOR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",48.92325,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",4.280182,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",4.552215,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",4.684937,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",4.570698,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",4.747413,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",4.868572,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",4.848604,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",5.002541,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",5.687596,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",6.645172,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",7.231972,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",7.859894,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",8.823349,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",8.773654,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",9.154233,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",9.450163,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",8.815591,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",8.580147,
"POL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",8.530004,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",15.28359,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",16.18175,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",13.75891,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",16.88968,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",14.71169,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",13.12975,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",16.74949,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",17.69049,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",17.54052,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",19.65422,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",23.22979,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",22.48873,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",20.30594,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",24.6604,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",26.04157,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",22.60355,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",25.79329,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",21.21718,
"PRT","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",24.94435,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",2.750226,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",4.124987,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",3.976939,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",3.465665,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",3.977335,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",4.296336,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",4.479373,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",5.283801,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",5.125266,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",6.757887,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",7.431295,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",7.446257,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",8.157263,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",8.312684,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",8.903379,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",9.613859,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",9.559894,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",9.149426,
"SVK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",9.110817,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",5.615524,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",6.548479,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",5.375171,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",6.93132,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",6.365356,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",5.940251,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",6.487275,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",6.985084,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",7.620642,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",9.875671,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",11.83713,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",11.84933,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",12.9197,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",15.21566,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",15.59186,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",14.05942,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",14.64463,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",13.1277,
"ESP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",14.35405,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",30.99844,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",28.16205,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",25.34327,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",24.47645,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",25.00428,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",28.78961,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",28.69543,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",30.41773,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",31.46983,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",34.86206,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",33.39619,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",32.9141,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",36.8964,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",34.45107,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",35.72766,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",43.02221,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",38.24545,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",39.89811,
"SWE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",37.82301,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",17.3948,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",18.03812,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",16.45,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",16.43084,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",16.05932,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",15.56202,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",15.06087,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",17.29928,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",17.29713,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",17.23005,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",18.2893,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",17.31519,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",19.87217,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",19.41061,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",20.1833,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",21.22252,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",21.15744,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",21.31757,
"CHE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",21.5005,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",13.24227,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",13.34814,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",13.52757,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",12.73575,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",13.35902,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",12.06215,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",11.13045,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",9.57327,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",9.461588,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",10.09077,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",10.99792,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",9.974848,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",10.31641,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",11.37594,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",10.12687,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",12.15483,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",12.53383,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",12.08195,
"TUR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",13.27799,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",1.015288,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",1.016501,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",1.143852,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",1.204809,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",1.461638,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",1.752276,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",1.918197,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",2.145201,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",2.80232,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",3.34379,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",3.607377,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",4.297493,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",4.532559,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",5.573149,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",6.861508,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",8.045426,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",8.511257,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",9.562171,
"GBR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",10.83259,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",4.484783,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",3.999862,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",4.048507,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",4.30125,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",4.393983,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",4.536459,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",4.772666,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",4.667181,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",5.071261,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",5.438564,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",5.678004,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",6.18371,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",6.431845,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",6.781224,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",6.899724,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",6.844656,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",7.169833,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",7.537478,
"USA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",7.727601,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",36.47518,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",30.79869,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",27.75571,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",31.47208,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",32.51732,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",32.02584,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",33.04964,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",22.83309,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",26.15752,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",30.97015,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",40.58381,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",25.87759,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",31.32832,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",35,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",27.31164,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",34.42922,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",42.23602,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",27.47346,
"ALB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",43.66438,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",0.2148228,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",0.2180824,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",0.2660769,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",0.2666233,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",0.2569291,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",0.3670008,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",0.2390484,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",0.2469806,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",0.1904506,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",0.1962227,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",0.1608334,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",0.1361517,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",0.1456003,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",0.1018475,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",0.05228172,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",0.04461577,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",0.06297909,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",0.1136483,
"DZA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",0.1460285,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",73.36662,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",71.59268,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",69.79224,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",65.90532,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",65.05443,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",71.29716,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",64.80605,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",60.88908,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",57.82706,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",53.77131,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",53.07178,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",52.25357,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",47.0188,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",48.04948,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",37.07943,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",42.78893,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",45.43418,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",47.25342,
"AGO","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",46.29088,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",7.554307,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",9.157717,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",8.881154,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",8.404058,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",7.001463,
